Name,Sector,Instrument,Assets(Rs_Cr.),funds_name
Divgi TorqTransfer Systems Ltd.,Automobile,Equity,2943.192,ICICI Prudential Transportation and Logistics Fund Direct Growth
Sundram Fasteners Ltd.,Capital Goods,Equity,2943.192,ICICI Prudential Transportation and Logistics Fund Direct Growth
Exide Industries Ltd.,Capital Goods,Equity,2452.66,ICICI Prudential Transportation and Logistics Fund Direct Growth
Bharat Forge Ltd.,Automobile,Equity,1716.862,ICICI Prudential Transportation and Logistics Fund Direct Growth
Jamna Auto Industries Ltd.,Automobile,Equity,1471.5959999999998,ICICI Prudential Transportation and Logistics Fund Direct Growth
Sona BLW Precision Forgings Ltd.,Automobile,Equity,1226.33,ICICI Prudential Transportation and Logistics Fund Direct Growth
Gujarat Pipavav Port Ltd.,Services,Equity,735.7979999999999,ICICI Prudential Transportation and Logistics Fund Direct Growth
State Bank of India,Financial,Equity,57086.064,Kotak Equity Opportunities Fund Direct Growth
ITC Ltd.,Consumer Staples,Equity,41625.255000000005,Kotak Equity Opportunities Fund Direct Growth
Larsen & Toubro Ltd.,Construction,Equity,41625.255000000005,Kotak Equity Opportunities Fund Direct Growth
Maruti Suzuki India Ltd.,Automobile,Equity,40435.962,Kotak Equity Opportunities Fund Direct Growth
Reliance Industries Ltd.,Energy,Equity,36868.083,Kotak Equity Opportunities Fund Direct Growth
SRF Ltd.,Diversified,Equity,35678.79,Kotak Equity Opportunities Fund Direct Growth
Cummins India Ltd.,Capital Goods,Equity,34489.497,Kotak Equity Opportunities Fund Direct Growth
Bharat Forge Ltd.,Automobile,Equity,34489.497,Kotak Equity Opportunities Fund Direct Growth
Infosys Ltd.,Technology,Equity,33300.204,Kotak Equity Opportunities Fund Direct Growth
Linde India Ltd.,Chemicals,Equity,33300.204,Kotak Equity Opportunities Fund Direct Growth
Jindal Steel & Power Ltd.,Metals & Mining,Equity,28543.032,Kotak Equity Opportunities Fund Direct Growth
Bharat Electronics Ltd.,Capital Goods,Equity,27353.739,Kotak Equity Opportunities Fund Direct Growth
HDFC Bank Ltd.,Financial,Equity,27353.739,Kotak Equity Opportunities Fund Direct Growth
ABB India Ltd.,Capital Goods,Equity,24975.153,Kotak Equity Opportunities Fund Direct Growth
Bajaj Finance Ltd.,Financial,Equity,23785.86,Kotak Equity Opportunities Fund Direct Growth
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,22596.567,Kotak Equity Opportunities Fund Direct Growth
Tata Consultancy Services Ltd.,Technology,Equity,22596.567,Kotak Equity Opportunities Fund Direct Growth
JK Cement Ltd.,Construction,Equity,21407.274,Kotak Equity Opportunities Fund Direct Growth
Ultratech Cement Ltd.,Construction,Equity,20217.981,Kotak Equity Opportunities Fund Direct Growth
Tata Chemicals Ltd.,Chemicals,Equity,19028.688,Kotak Equity Opportunities Fund Direct Growth
Thermax Ltd.,Capital Goods,Equity,19028.688,Kotak Equity Opportunities Fund Direct Growth
Bharti Airtel Ltd.,Communication,Equity,17839.395,Kotak Equity Opportunities Fund Direct Growth
Gujarat State Petronet Ltd.,Energy,Equity,17839.395,Kotak Equity Opportunities Fund Direct Growth
Apollo Tyres Ltd.,Automobile,Equity,17839.395,Kotak Equity Opportunities Fund Direct Growth
Blue Star Ltd.,Consumer Discretionary,Equity,15460.809,Kotak Equity Opportunities Fund Direct Growth
Crisil Ltd.,Services,Equity,15460.809,Kotak Equity Opportunities Fund Direct Growth
Ashok Leyland Ltd.,Automobile,Equity,15460.809,Kotak Equity Opportunities Fund Direct Growth
United Spirits Ltd.,Consumer Staples,Equity,14271.516,Kotak Equity Opportunities Fund Direct Growth
Balkrishna Industries Ltd.,Automobile,Equity,14271.516,Kotak Equity Opportunities Fund Direct Growth
AU Small Finance Bank Ltd.,Financial,Equity,14271.516,Kotak Equity Opportunities Fund Direct Growth
AIA Engineering Ltd.,Metals & Mining,Equity,13082.223000000002,Kotak Equity Opportunities Fund Direct Growth
Oberoi Realty Ltd.,Construction,Equity,13082.223000000002,Kotak Equity Opportunities Fund Direct Growth
Hero Motocorp Ltd.,Automobile,Equity,10703.637,Kotak Equity Opportunities Fund Direct Growth
Honeywell Automation India Ltd.,Capital Goods,Equity,9514.344,Kotak Equity Opportunities Fund Direct Growth
Indraprastha Gas Ltd.,Energy,Equity,9514.344,Kotak Equity Opportunities Fund Direct Growth
Supreme Industries Ltd.,Chemicals,Equity,9514.344,Kotak Equity Opportunities Fund Direct Growth
Max Financial Services Ltd.,Financial,Equity,9514.344,Kotak Equity Opportunities Fund Direct Growth
Exide Industries Ltd.,Capital Goods,Equity,9514.344,Kotak Equity Opportunities Fund Direct Growth
Vedant Fashions Ltd.,Services,Equity,9514.344,Kotak Equity Opportunities Fund Direct Growth
Polycab India Ltd.,Capital Goods,Equity,8325.051,Kotak Equity Opportunities Fund Direct Growth
Hindalco Industries Ltd.,Metals & Mining,Equity,8325.051,Kotak Equity Opportunities Fund Direct Growth
Kalpataru Power Transmission Ltd.,Capital Goods,Equity,8325.051,Kotak Equity Opportunities Fund Direct Growth
Dr. Lal Pathlabs Ltd.,Healthcare,Equity,8325.051,Kotak Equity Opportunities Fund Direct Growth
Petronet LNG Ltd.,Energy,Equity,8325.051,Kotak Equity Opportunities Fund Direct Growth
The Ramco Cements Ltd.,Construction,Equity,8325.051,Kotak Equity Opportunities Fund Direct Growth
Ipca Laboratories Ltd.,Healthcare,Equity,7135.758,Kotak Equity Opportunities Fund Direct Growth
Container Corporation Of India Ltd.,Services,Equity,7135.758,Kotak Equity Opportunities Fund Direct Growth
Bank Of Baroda,Financial,Equity,7135.758,Kotak Equity Opportunities Fund Direct Growth
Jubilant FoodWorks Ltd.,Services,Equity,5946.465,Kotak Equity Opportunities Fund Direct Growth
BEML Ltd.,Capital Goods,Equity,3567.879,Kotak Equity Opportunities Fund Direct Growth
Aether Industries Ltd.,Chemicals,Equity,2378.586,Kotak Equity Opportunities Fund Direct Growth
Techno Electric & Engineering Company Ltd.,Capital Goods,Equity,2378.586,Kotak Equity Opportunities Fund Direct Growth
MTAR Technologies Ltd.,Capital Goods,Equity,3966.528,Edelweiss Recently Listed IPO Fund Direct Growth
Data Patterns (India) Ltd.,Capital Goods,Equity,3718.62,Edelweiss Recently Listed IPO Fund Direct Growth
Sona BLW Precision Forgings Ltd.,Automobile,Equity,3635.984,Edelweiss Recently Listed IPO Fund Direct Growth
Vedant Fashions Ltd.,Services,Equity,3057.532,Edelweiss Recently Listed IPO Fund Direct Growth
Go Fashion (India) Ltd.,Services,Equity,2892.26,Edelweiss Recently Listed IPO Fund Direct Growth
Devyani International Ltd.,Services,Equity,2644.3520000000003,Edelweiss Recently Listed IPO Fund Direct Growth
CE Info Systems Ltd.,Technology,Equity,2479.08,Edelweiss Recently Listed IPO Fund Direct Growth
Computer Age Management Services Ltd.,Services,Equity,2396.444,Edelweiss Recently Listed IPO Fund Direct Growth
Krishna Institute of Medical Sciences Ltd,Healthcare,Equity,2313.808,Edelweiss Recently Listed IPO Fund Direct Growth
Latent View Analytics Ltd.,Technology,Equity,2231.172,Edelweiss Recently Listed IPO Fund Direct Growth
Star Health and Allied Insurance Company Ltd.,Insurance,Equity,2148.536,Edelweiss Recently Listed IPO Fund Direct Growth
PB Fintech Ltd.,Services,Equity,2148.536,Edelweiss Recently Listed IPO Fund Direct Growth
Clean Science And Technology Ltd.,Chemicals,Equity,2065.9,Edelweiss Recently Listed IPO Fund Direct Growth
Aether Industries Ltd.,Chemicals,Equity,2065.9,Edelweiss Recently Listed IPO Fund Direct Growth
Tarsons Products Ltd.,Healthcare,Equity,1817.992,Edelweiss Recently Listed IPO Fund Direct Growth
Global Health Ltd.,Healthcare,Equity,1735.356,Edelweiss Recently Listed IPO Fund Direct Growth
FSN E-Commerce Ventures Ltd.,Services,Equity,1487.448,Edelweiss Recently Listed IPO Fund Direct Growth
Happiest Minds Technologies Ltd.,Technology,Equity,1404.812,Edelweiss Recently Listed IPO Fund Direct Growth
Aptus Value Housing Finance India Ltd.,Financial,Equity,1322.1760000000002,Edelweiss Recently Listed IPO Fund Direct Growth
Home First Finance Company India Ltd.,Financial,Equity,1322.1760000000002,Edelweiss Recently Listed IPO Fund Direct Growth
Landmark Cars Ltd.,Services,Equity,1074.268,Edelweiss Recently Listed IPO Fund Direct Growth
Campus Activewear Ltd.,Consumer Staples,Equity,991.632,Edelweiss Recently Listed IPO Fund Direct Growth
Affle (India) Ltd.,Technology,Equity,991.632,Edelweiss Recently Listed IPO Fund Direct Growth
Divgi TorqTransfer Systems Ltd.,Automobile,Equity,908.996,Edelweiss Recently Listed IPO Fund Direct Growth
Archean Chemical Industries Ltd.,Chemicals,Equity,826.36,Edelweiss Recently Listed IPO Fund Direct Growth
Medplus Health Services Ltd.,Healthcare,Equity,826.36,Edelweiss Recently Listed IPO Fund Direct Growth
GR Infraprojects Ltd.,Construction,Equity,826.36,Edelweiss Recently Listed IPO Fund Direct Growth
Indigo Paints Ltd.,Chemicals,Equity,743.724,Edelweiss Recently Listed IPO Fund Direct Growth
Dodla Dairy Ltd,Consumer Staples,Equity,661.0880000000001,Edelweiss Recently Listed IPO Fund Direct Growth
Uniparts India Ltd.,Automobile,Equity,495.816,Edelweiss Recently Listed IPO Fund Direct Growth
Kaynes Technology India Ltd.,Capital Goods,Equity,495.816,Edelweiss Recently Listed IPO Fund Direct Growth
Bikaji Foods International Ltd.,Consumer Staples,Equity,330.54400000000004,Edelweiss Recently Listed IPO Fund Direct Growth
Aditya Birla Sun Life AMC Ltd.,Financial,Equity,165.27200000000002,Edelweiss Recently Listed IPO Fund Direct Growth
Reliance Industries Ltd.,Energy,Equity,31022.346,Quant Tax Plan Direct Growth
HDFC Bank Ltd.,Financial,Equity,30382.71,Quant Tax Plan Direct Growth
ITC Ltd.,Consumer Staples,Equity,27504.348,Quant Tax Plan Direct Growth
Larsen & Toubro Ltd.,Construction,Equity,18229.626,Quant Tax Plan Direct Growth
State Bank of India,Financial,Equity,18229.626,Quant Tax Plan Direct Growth
Life Insurance Corporation of India,Insurance,Equity,17589.989999999998,Quant Tax Plan Direct Growth
Ultratech Cement Ltd.,Construction,Equity,15671.082,Quant Tax Plan Direct Growth
NTPC Ltd.,Energy,Equity,14711.628,Quant Tax Plan Direct Growth
LTIMindtree Ltd.,Technology,Equity,14711.628,Quant Tax Plan Direct Growth
Capri Global Capital Ltd.,Financial,Equity,10553.994,Quant Tax Plan Direct Growth
Dr. Reddy's Laboratories Ltd.,Healthcare,Equity,10234.176,Quant Tax Plan Direct Growth
Punjab National Bank,Financial,Equity,7675.632,Quant Tax Plan Direct Growth
Wipro Ltd.,Technology,Equity,6716.178,Quant Tax Plan Direct Growth
Hindalco Industries Ltd.,Metals & Mining,Equity,6076.542,Quant Tax Plan Direct Growth
Bharat Petroleum Corporation Ltd.,Energy,Equity,6076.542,Quant Tax Plan Direct Growth
IRB Infrastructure Developers Ltd.,Construction,Equity,5756.724,Quant Tax Plan Direct Growth
Bosch Ltd.,Automobile,Equity,5436.906,Quant Tax Plan Direct Growth
Tata Motors Ltd.,Automobile,Equity,4797.27,Quant Tax Plan Direct Growth
Jindal Stainless Ltd.,Metals & Mining,Equity,4477.451999999999,Quant Tax Plan Direct Growth
Linde India Ltd.,Chemicals,Equity,4157.634,Quant Tax Plan Direct Growth
Union Bank of India,Financial,Equity,4157.634,Quant Tax Plan Direct Growth
Bikaji Foods International Ltd.,Consumer Staples,Equity,3517.998,Quant Tax Plan Direct Growth
Tata Consumer Products Ltd.,Consumer Staples,Equity,3517.998,Quant Tax Plan Direct Growth
UPL Ltd.,Chemicals,Equity,3198.18,Quant Tax Plan Direct Growth
Power Finance Corporation Ltd.,Financial,Equity,2878.362,Quant Tax Plan Direct Growth
Sula Vineyards Ltd.,Consumer Staples,Equity,2238.726,Quant Tax Plan Direct Growth
Power Grid Corporation Of India Ltd.,Energy,Equity,1918.908,Quant Tax Plan Direct Growth
Hindustan Copper Ltd.,Metals & Mining,Equity,1918.908,Quant Tax Plan Direct Growth
Delta Corp Ltd.,Services,Equity,1918.908,Quant Tax Plan Direct Growth
Aegis Logistics Ltd.,Services,Equity,1599.09,Quant Tax Plan Direct Growth
Fortis Healthcare Ltd.,Healthcare,Equity,1279.272,Quant Tax Plan Direct Growth
Shree Cement Ltd.,Construction,Equity,1279.272,Quant Tax Plan Direct Growth
HDFC Bank Ltd.,Financial,Equity,609.375,ITI Flexi Cap Fund Direct Growth
Reliance Industries Ltd.,Energy,Equity,562.5,ITI Flexi Cap Fund Direct Growth
ITC Ltd.,Consumer Staples,Equity,390.625,ITI Flexi Cap Fund Direct Growth
LTIMindtree Ltd.,Technology,Equity,328.125,ITI Flexi Cap Fund Direct Growth
Abbott India Ltd.,Healthcare,Equity,328.125,ITI Flexi Cap Fund Direct Growth
Bosch Ltd.,Automobile,Equity,328.125,ITI Flexi Cap Fund Direct Growth
Cera Sanitaryware Ltd.,Construction,Equity,328.125,ITI Flexi Cap Fund Direct Growth
Ultratech Cement Ltd.,Construction,Equity,312.5,ITI Flexi Cap Fund Direct Growth
Indusind Bank Ltd.,Financial,Equity,312.5,ITI Flexi Cap Fund Direct Growth
Navin Fluorine International Ltd.,Chemicals,Equity,312.5,ITI Flexi Cap Fund Direct Growth
Carborundum Universal Ltd.,Metals & Mining,Equity,312.5,ITI Flexi Cap Fund Direct Growth
ITD Cementation India Ltd.,Construction,Equity,312.5,ITI Flexi Cap Fund Direct Growth
Hindustan Aeronautics Ltd.,Capital Goods,Equity,312.5,ITI Flexi Cap Fund Direct Growth
Finolex Cables Ltd.,Capital Goods,Equity,312.5,ITI Flexi Cap Fund Direct Growth
Kotak Mahindra Bank Ltd.,Financial,Equity,312.5,ITI Flexi Cap Fund Direct Growth
Dixon Technologies (India) Ltd.,Capital Goods,Equity,312.5,ITI Flexi Cap Fund Direct Growth
State Bank of India,Financial,Equity,312.5,ITI Flexi Cap Fund Direct Growth
NTPC Ltd.,Energy,Equity,312.5,ITI Flexi Cap Fund Direct Growth
AIA Engineering Ltd.,Metals & Mining,Equity,312.5,ITI Flexi Cap Fund Direct Growth
Coforge Ltd.,Technology,Equity,296.875,ITI Flexi Cap Fund Direct Growth
Larsen & Toubro Ltd.,Construction,Equity,296.875,ITI Flexi Cap Fund Direct Growth
Jindal Steel & Power Ltd.,Metals & Mining,Equity,296.875,ITI Flexi Cap Fund Direct Growth
PI Industries Ltd.,Chemicals,Equity,296.875,ITI Flexi Cap Fund Direct Growth
Bharti Airtel Ltd.,Communication,Equity,296.875,ITI Flexi Cap Fund Direct Growth
Balkrishna Industries Ltd.,Automobile,Equity,296.875,ITI Flexi Cap Fund Direct Growth
Cummins India Ltd.,Capital Goods,Equity,296.875,ITI Flexi Cap Fund Direct Growth
IDFC First Bank Ltd.,Financial,Equity,296.875,ITI Flexi Cap Fund Direct Growth
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,296.875,ITI Flexi Cap Fund Direct Growth
Automotive Axles Ltd.,Automobile,Equity,296.875,ITI Flexi Cap Fund Direct Growth
Star Health and Allied Insurance Company Ltd.,Insurance,Equity,281.25,ITI Flexi Cap Fund Direct Growth
Computer Age Management Services Ltd.,Services,Equity,281.25,ITI Flexi Cap Fund Direct Growth
Hindustan Oil Exploration Company Ltd.,Energy,Equity,250.0,ITI Flexi Cap Fund Direct Growth
HDFC Bank Ltd.,Financial,Equity,3976.976,PGIM India Large Cap Fund Direct Plan Growth
Reliance Industries Ltd.,Energy,Equity,3025.96,PGIM India Large Cap Fund Direct Plan Growth
Bharti Airtel Ltd.,Communication,Equity,2507.224,PGIM India Large Cap Fund Direct Plan Growth
Infosys Ltd.,Technology,Equity,2247.856,PGIM India Large Cap Fund Direct Plan Growth
Larsen & Toubro Ltd.,Construction,Equity,1858.804,PGIM India Large Cap Fund Direct Plan Growth
HDFC Life Insurance Co Ltd.,Insurance,Equity,1512.98,PGIM India Large Cap Fund Direct Plan Growth
Maruti Suzuki India Ltd.,Automobile,Equity,1253.612,PGIM India Large Cap Fund Direct Plan Growth
ITC Ltd.,Consumer Staples,Equity,1167.156,PGIM India Large Cap Fund Direct Plan Growth
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,1123.928,PGIM India Large Cap Fund Direct Plan Growth
NTPC Ltd.,Energy,Equity,1123.928,PGIM India Large Cap Fund Direct Plan Growth
Power Finance Corporation Ltd.,Financial,Equity,1080.6999999999998,PGIM India Large Cap Fund Direct Plan Growth
Dr. Reddy's Laboratories Ltd.,Healthcare,Equity,994.244,PGIM India Large Cap Fund Direct Plan Growth
Kotak Mahindra Bank Ltd.,Financial,Equity,951.016,PGIM India Large Cap Fund Direct Plan Growth
Ultratech Cement Ltd.,Construction,Equity,907.788,PGIM India Large Cap Fund Direct Plan Growth
Ashok Leyland Ltd.,Automobile,Equity,821.3319999999999,PGIM India Large Cap Fund Direct Plan Growth
United Spirits Ltd.,Consumer Staples,Equity,691.648,PGIM India Large Cap Fund Direct Plan Growth
Sagar Cements Ltd.,Construction,Equity,561.9639999999999,PGIM India Large Cap Fund Direct Plan Growth
Tata Motors Ltd.,Automobile,Equity,518.736,PGIM India Large Cap Fund Direct Plan Growth
Bharat Forge Ltd.,Automobile,Equity,432.28,PGIM India Large Cap Fund Direct Plan Growth
Bank Of Baroda,Financial,Equity,432.28,PGIM India Large Cap Fund Direct Plan Growth
Bajaj Finance Ltd.,Financial,Equity,345.824,PGIM India Large Cap Fund Direct Plan Growth
Graphite India Ltd.,Construction,Equity,259.368,PGIM India Large Cap Fund Direct Plan Growth
Reliance Industries Ltd.,Energy,Equity,8361.262,Quant Infrastructure Fund Direct Growth
Larsen & Toubro Ltd.,Construction,Equity,7934.667000000001,Quant Infrastructure Fund Direct Growth
Ultratech Cement Ltd.,Construction,Equity,6398.925,Quant Infrastructure Fund Direct Growth
State Bank of India,Financial,Equity,6142.968000000001,Quant Infrastructure Fund Direct Growth
HDFC Bank Ltd.,Financial,Equity,5631.054,Quant Infrastructure Fund Direct Growth
NTPC Ltd.,Energy,Equity,5204.459,Quant Infrastructure Fund Direct Growth
IRB Infrastructure Developers Ltd.,Construction,Equity,5033.821000000001,Quant Infrastructure Fund Direct Growth
Bosch Ltd.,Automobile,Equity,3754.036000000001,Quant Infrastructure Fund Direct Growth
Tata Communications Ltd.,Communication,Equity,3242.122,Quant Infrastructure Fund Direct Growth
LTIMindtree Ltd.,Technology,Equity,2986.165,Quant Infrastructure Fund Direct Growth
Punjab National Bank,Financial,Equity,2900.846,Quant Infrastructure Fund Direct Growth
Aegis Logistics Ltd.,Services,Equity,2730.2080000000005,Quant Infrastructure Fund Direct Growth
Union Bank of India,Financial,Equity,2559.57,Quant Infrastructure Fund Direct Growth
NCC Ltd.,Construction,Equity,2303.6130000000003,Quant Infrastructure Fund Direct Growth
Hindustan Copper Ltd.,Metals & Mining,Equity,1877.0180000000005,Quant Infrastructure Fund Direct Growth
Vedanta Ltd.,Metals & Mining,Equity,1706.38,Quant Infrastructure Fund Direct Growth
Bharat Petroleum Corporation Ltd.,Energy,Equity,1535.7420000000002,Quant Infrastructure Fund Direct Growth
HFCL Ltd.,Communication,Equity,1450.423,Quant Infrastructure Fund Direct Growth
Power Grid Corporation Of India Ltd.,Energy,Equity,1365.1040000000005,Quant Infrastructure Fund Direct Growth
Delta Corp Ltd.,Services,Equity,938.509,Quant Infrastructure Fund Direct Growth
Tata Motors Ltd.,Automobile,Equity,853.19,Quant Infrastructure Fund Direct Growth
Hindalco Industries Ltd.,Metals & Mining,Equity,853.19,Quant Infrastructure Fund Direct Growth
Infosys Ltd.,Technology,Equity,511.914,Quant Infrastructure Fund Direct Growth
