0,1,2,3
quant-large-and-mid-cap-fund-direct-growth,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,3.5
quant-large-and-mid-cap-fund-direct-growth,Tata Power Company Ltd.,Energy,3.4
quant-large-and-mid-cap-fund-direct-growth,ABB India Ltd.,Capital Goods,3.2
quant-large-and-mid-cap-fund-direct-growth,SRF Ltd.,Diversified,3.2
quant-large-and-mid-cap-fund-direct-growth,Cummins India Ltd.,Capital Goods,3.1
quant-large-and-mid-cap-fund-direct-growth,Navin Fluorine International Ltd.,Chemicals,3.0
tata-india-pharma-and-healthcare-fund-direct-growth,Persistent Systems Ltd.,Technology,4.2
tata-india-pharma-and-healthcare-fund-direct-growth,Cholamandalam Investment & Finance Company Ltd.,Financial,3.7
tata-india-pharma-and-healthcare-fund-direct-growth,Trent Ltd.,Services,3.7
tata-india-pharma-and-healthcare-fund-direct-growth,The Federal Bank Ltd.,Financial,3.5
tata-india-pharma-and-healthcare-fund-direct-growth,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,3.5
tata-india-pharma-and-healthcare-fund-direct-growth,Tata Power Company Ltd.,Energy,3.4
tata-india-pharma-and-healthcare-fund-direct-growth,ABB India Ltd.,Capital Goods,3.2
tata-india-pharma-and-healthcare-fund-direct-growth,SRF Ltd.,Diversified,3.2
tata-india-pharma-and-healthcare-fund-direct-growth,Cummins India Ltd.,Capital Goods,3.1
tata-india-pharma-and-healthcare-fund-direct-growth,Navin Fluorine International Ltd.,Chemicals,3.0
pgim-india-flexi-cap-fund-direct-growth,Persistent Systems Ltd.,Technology,4.2
pgim-india-flexi-cap-fund-direct-growth,Cholamandalam Investment & Finance Company Ltd.,Financial,3.7
pgim-india-flexi-cap-fund-direct-growth,Trent Ltd.,Services,3.7
pgim-india-flexi-cap-fund-direct-growth,The Federal Bank Ltd.,Financial,3.5
pgim-india-flexi-cap-fund-direct-growth,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,3.5
pgim-india-flexi-cap-fund-direct-growth,Tata Power Company Ltd.,Energy,3.4
pgim-india-flexi-cap-fund-direct-growth,ABB India Ltd.,Capital Goods,3.2
pgim-india-flexi-cap-fund-direct-growth,SRF Ltd.,Diversified,3.2
pgim-india-flexi-cap-fund-direct-growth,Cummins India Ltd.,Capital Goods,3.1
pgim-india-flexi-cap-fund-direct-growth,Navin Fluorine International Ltd.,Chemicals,3.0
sbi-magnum-comma-fund-direct-growth,Persistent Systems Ltd.,Technology,4.2
sbi-magnum-comma-fund-direct-growth,Cholamandalam Investment & Finance Company Ltd.,Financial,3.7
sbi-magnum-comma-fund-direct-growth,Trent Ltd.,Services,3.7
sbi-magnum-comma-fund-direct-growth,The Federal Bank Ltd.,Financial,3.5
sbi-magnum-comma-fund-direct-growth,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,3.5
sbi-magnum-comma-fund-direct-growth,Tata Power Company Ltd.,Energy,3.4
sbi-magnum-comma-fund-direct-growth,ABB India Ltd.,Capital Goods,3.2
sbi-magnum-comma-fund-direct-growth,SRF Ltd.,Diversified,3.2
sbi-magnum-comma-fund-direct-growth,Cummins India Ltd.,Capital Goods,3.1
sbi-magnum-comma-fund-direct-growth,Navin Fluorine International Ltd.,Chemicals,3.0
kotak-emerging-equity-scheme-direct-growth,Persistent Systems Ltd.,Technology,4.2
kotak-emerging-equity-scheme-direct-growth,Cholamandalam Investment & Finance Company Ltd.,Financial,3.7
kotak-emerging-equity-scheme-direct-growth,Trent Ltd.,Services,3.7
kotak-emerging-equity-scheme-direct-growth,The Federal Bank Ltd.,Financial,3.5
kotak-emerging-equity-scheme-direct-growth,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,3.5
kotak-emerging-equity-scheme-direct-growth,Tata Power Company Ltd.,Energy,3.4
kotak-emerging-equity-scheme-direct-growth,ABB India Ltd.,Capital Goods,3.2
kotak-emerging-equity-scheme-direct-growth,SRF Ltd.,Diversified,3.2
kotak-emerging-equity-scheme-direct-growth,Cummins India Ltd.,Capital Goods,3.1
kotak-emerging-equity-scheme-direct-growth,Navin Fluorine International Ltd.,Chemicals,3.0
mahindra-badhat-yojana-direct-growth,Persistent Systems Ltd.,Technology,4.2
mahindra-badhat-yojana-direct-growth,Cholamandalam Investment & Finance Company Ltd.,Financial,3.7
mahindra-badhat-yojana-direct-growth,Trent Ltd.,Services,3.7
mahindra-badhat-yojana-direct-growth,The Federal Bank Ltd.,Financial,3.5
mahindra-badhat-yojana-direct-growth,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,3.5
mahindra-badhat-yojana-direct-growth,Tata Power Company Ltd.,Energy,3.4
mahindra-badhat-yojana-direct-growth,ABB India Ltd.,Capital Goods,3.2
mahindra-badhat-yojana-direct-growth,SRF Ltd.,Diversified,3.2
mahindra-badhat-yojana-direct-growth,Cummins India Ltd.,Capital Goods,3.1
mahindra-badhat-yojana-direct-growth,Navin Fluorine International Ltd.,Chemicals,3.0
sbi-contra-fund-direct-growth,Persistent Systems Ltd.,Technology,4.2
sbi-contra-fund-direct-growth,Cholamandalam Investment & Finance Company Ltd.,Financial,3.7
sbi-contra-fund-direct-growth,Trent Ltd.,Services,3.7
sbi-contra-fund-direct-growth,The Federal Bank Ltd.,Financial,3.5
sbi-contra-fund-direct-growth,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,3.5
sbi-contra-fund-direct-growth,Tata Power Company Ltd.,Energy,3.4
sbi-contra-fund-direct-growth,ABB India Ltd.,Capital Goods,3.2
sbi-contra-fund-direct-growth,SRF Ltd.,Diversified,3.2
sbi-contra-fund-direct-growth,Cummins India Ltd.,Capital Goods,3.1
sbi-contra-fund-direct-growth,Navin Fluorine International Ltd.,Chemicals,3.0
sbi-pharma-fund-direct-growth,Persistent Systems Ltd.,Technology,4.2
sbi-pharma-fund-direct-growth,Cholamandalam Investment & Finance Company Ltd.,Financial,3.7
sbi-pharma-fund-direct-growth,Trent Ltd.,Services,3.7
sbi-pharma-fund-direct-growth,The Federal Bank Ltd.,Financial,3.5
sbi-pharma-fund-direct-growth,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,3.5
sbi-pharma-fund-direct-growth,Tata Power Company Ltd.,Energy,3.4
sbi-pharma-fund-direct-growth,ABB India Ltd.,Capital Goods,3.2
sbi-pharma-fund-direct-growth,SRF Ltd.,Diversified,3.2
sbi-pharma-fund-direct-growth,Cummins India Ltd.,Capital Goods,3.1
sbi-pharma-fund-direct-growth,Navin Fluorine International Ltd.,Chemicals,3.0
mahindra-unnati-emerging-business-yojana-direct-growth,Persistent Systems Ltd.,Technology,4.2
mahindra-unnati-emerging-business-yojana-direct-growth,Cholamandalam Investment & Finance Company Ltd.,Financial,3.7
mahindra-unnati-emerging-business-yojana-direct-growth,Trent Ltd.,Services,3.7
mahindra-unnati-emerging-business-yojana-direct-growth,The Federal Bank Ltd.,Financial,3.5
mahindra-unnati-emerging-business-yojana-direct-growth,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,3.5
mahindra-unnati-emerging-business-yojana-direct-growth,Tata Power Company Ltd.,Energy,3.4
mahindra-unnati-emerging-business-yojana-direct-growth,ABB India Ltd.,Capital Goods,3.2
mahindra-unnati-emerging-business-yojana-direct-growth,SRF Ltd.,Diversified,3.2
mahindra-unnati-emerging-business-yojana-direct-growth,Cummins India Ltd.,Capital Goods,3.1
mahindra-unnati-emerging-business-yojana-direct-growth,Navin Fluorine International Ltd.,Chemicals,3.0
parag-parikh-long-term-value-fund-direct-growth,Persistent Systems Ltd.,Technology,4.2
parag-parikh-long-term-value-fund-direct-growth,Cholamandalam Investment & Finance Company Ltd.,Financial,3.7
parag-parikh-long-term-value-fund-direct-growth,Trent Ltd.,Services,3.7
parag-parikh-long-term-value-fund-direct-growth,The Federal Bank Ltd.,Financial,3.5
parag-parikh-long-term-value-fund-direct-growth,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,3.5
parag-parikh-long-term-value-fund-direct-growth,Tata Power Company Ltd.,Energy,3.4
parag-parikh-long-term-value-fund-direct-growth,ABB India Ltd.,Capital Goods,3.2
parag-parikh-long-term-value-fund-direct-growth,SRF Ltd.,Diversified,3.2
parag-parikh-long-term-value-fund-direct-growth,Cummins India Ltd.,Capital Goods,3.1
parag-parikh-long-term-value-fund-direct-growth,Navin Fluorine International Ltd.,Chemicals,3.0
uti-pharma-and-healthcare-fund-direct-growth,Persistent Systems Ltd.,Technology,4.2
uti-pharma-and-healthcare-fund-direct-growth,Cholamandalam Investment & Finance Company Ltd.,Financial,3.7
uti-pharma-and-healthcare-fund-direct-growth,Trent Ltd.,Services,3.7
uti-pharma-and-healthcare-fund-direct-growth,The Federal Bank Ltd.,Financial,3.5
uti-pharma-and-healthcare-fund-direct-growth,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,3.5
uti-pharma-and-healthcare-fund-direct-growth,Tata Power Company Ltd.,Energy,3.4
uti-pharma-and-healthcare-fund-direct-growth,ABB India Ltd.,Capital Goods,3.2
uti-pharma-and-healthcare-fund-direct-growth,SRF Ltd.,Diversified,3.2
uti-pharma-and-healthcare-fund-direct-growth,Cummins India Ltd.,Capital Goods,3.1
uti-pharma-and-healthcare-fund-direct-growth,Navin Fluorine International Ltd.,Chemicals,3.0
baroda-pioneer-mid-cap-fund-direct-growth,Persistent Systems Ltd.,Technology,4.2
baroda-pioneer-mid-cap-fund-direct-growth,Cholamandalam Investment & Finance Company Ltd.,Financial,3.7
baroda-pioneer-mid-cap-fund-direct-growth,Trent Ltd.,Services,3.7
baroda-pioneer-mid-cap-fund-direct-growth,The Federal Bank Ltd.,Financial,3.5
baroda-pioneer-mid-cap-fund-direct-growth,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,3.5
baroda-pioneer-mid-cap-fund-direct-growth,Tata Power Company Ltd.,Energy,3.4
baroda-pioneer-mid-cap-fund-direct-growth,ABB India Ltd.,Capital Goods,3.2
baroda-pioneer-mid-cap-fund-direct-growth,SRF Ltd.,Diversified,3.2
baroda-pioneer-mid-cap-fund-direct-growth,Cummins India Ltd.,Capital Goods,3.1
baroda-pioneer-mid-cap-fund-direct-growth,Navin Fluorine International Ltd.,Chemicals,3.0
idbi-small-cap-fund-direct-growth,Persistent Systems Ltd.,Technology,4.2
idbi-small-cap-fund-direct-growth,Cholamandalam Investment & Finance Company Ltd.,Financial,3.7
idbi-small-cap-fund-direct-growth,Trent Ltd.,Services,3.7
idbi-small-cap-fund-direct-growth,The Federal Bank Ltd.,Financial,3.5
idbi-small-cap-fund-direct-growth,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,3.5
idbi-small-cap-fund-direct-growth,Tata Power Company Ltd.,Energy,3.4
idbi-small-cap-fund-direct-growth,ABB India Ltd.,Capital Goods,3.2
idbi-small-cap-fund-direct-growth,SRF Ltd.,Diversified,3.2
idbi-small-cap-fund-direct-growth,Cummins India Ltd.,Capital Goods,3.1
idbi-small-cap-fund-direct-growth,Navin Fluorine International Ltd.,Chemicals,3.0
boi-axa-manufacturing-infrastructure-fund-direct-growth,Persistent Systems Ltd.,Technology,4.2
boi-axa-manufacturing-infrastructure-fund-direct-growth,Cholamandalam Investment & Finance Company Ltd.,Financial,3.7
boi-axa-manufacturing-infrastructure-fund-direct-growth,Trent Ltd.,Services,3.7
boi-axa-manufacturing-infrastructure-fund-direct-growth,The Federal Bank Ltd.,Financial,3.5
boi-axa-manufacturing-infrastructure-fund-direct-growth,Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,3.5
boi-axa-manufacturing-infrastructure-fund-direct-growth,Tata Power Company Ltd.,Energy,3.4
boi-axa-manufacturing-infrastructure-fund-direct-growth,ABB India Ltd.,Capital Goods,3.2
boi-axa-manufacturing-infrastructure-fund-direct-growth,SRF Ltd.,Diversified,3.2
boi-axa-manufacturing-infrastructure-fund-direct-growth,Cummins India Ltd.,Capital Goods,3.1
boi-axa-manufacturing-infrastructure-fund-direct-growth,Navin Fluorine International Ltd.,Chemicals,3.0
l-t-emerging-businesses-fund-direct-growth,KPR Mills Ltd.,Textiles,6.9
l-t-emerging-businesses-fund-direct-growth,Balrampur Chini Mills Ltd.,Consumer Staples,3.9
l-t-emerging-businesses-fund-direct-growth,Grindwell Norton Ltd.,Metals & Mining,3.8
l-t-emerging-businesses-fund-direct-growth,Brigade Enterprises Ltd.,Construction,2.8
l-t-emerging-businesses-fund-direct-growth,RHI Magnesita India Ltd.,Construction,2.6
l-t-emerging-businesses-fund-direct-growth,Birlasoft Ltd.,Technology,2.4
l-t-emerging-businesses-fund-direct-growth,EID-Parry (India) Ltd.,Consumer Staples,2.2
l-t-emerging-businesses-fund-direct-growth,Carborundum Universal Ltd.,Metals & Mining,2.2
l-t-emerging-businesses-fund-direct-growth,Sonata Software Ltd.,Technology,2.2
l-t-emerging-businesses-fund-direct-growth,KPIT Technologies Ltd.,Technology,2.1
invesco-india-infrastructure-fund-direct-growth,KPR Mills Ltd.,Textiles,6.9
invesco-india-infrastructure-fund-direct-growth,Balrampur Chini Mills Ltd.,Consumer Staples,3.9
invesco-india-infrastructure-fund-direct-growth,Grindwell Norton Ltd.,Metals & Mining,3.8
invesco-india-infrastructure-fund-direct-growth,Brigade Enterprises Ltd.,Construction,2.8
invesco-india-infrastructure-fund-direct-growth,RHI Magnesita India Ltd.,Construction,2.6
invesco-india-infrastructure-fund-direct-growth,Birlasoft Ltd.,Technology,2.4
invesco-india-infrastructure-fund-direct-growth,EID-Parry (India) Ltd.,Consumer Staples,2.2
invesco-india-infrastructure-fund-direct-growth,Carborundum Universal Ltd.,Metals & Mining,2.2
invesco-india-infrastructure-fund-direct-growth,Sonata Software Ltd.,Technology,2.2
invesco-india-infrastructure-fund-direct-growth,KPIT Technologies Ltd.,Technology,2.1
franklin-infotech-fund-direct-growth,KPR Mills Ltd.,Textiles,6.9
franklin-infotech-fund-direct-growth,Balrampur Chini Mills Ltd.,Consumer Staples,3.9
franklin-infotech-fund-direct-growth,Grindwell Norton Ltd.,Metals & Mining,3.8
franklin-infotech-fund-direct-growth,Brigade Enterprises Ltd.,Construction,2.8
franklin-infotech-fund-direct-growth,RHI Magnesita India Ltd.,Construction,2.6
franklin-infotech-fund-direct-growth,Birlasoft Ltd.,Technology,2.4
franklin-infotech-fund-direct-growth,EID-Parry (India) Ltd.,Consumer Staples,2.2
franklin-infotech-fund-direct-growth,Carborundum Universal Ltd.,Metals & Mining,2.2
franklin-infotech-fund-direct-growth,Sonata Software Ltd.,Technology,2.2
franklin-infotech-fund-direct-growth,KPIT Technologies Ltd.,Technology,2.1
boi-axa-tax-advantage-fund-direct-growth,KPR Mills Ltd.,Textiles,6.9
boi-axa-tax-advantage-fund-direct-growth,Balrampur Chini Mills Ltd.,Consumer Staples,3.9
boi-axa-tax-advantage-fund-direct-growth,Grindwell Norton Ltd.,Metals & Mining,3.8
boi-axa-tax-advantage-fund-direct-growth,Brigade Enterprises Ltd.,Construction,2.8
boi-axa-tax-advantage-fund-direct-growth,RHI Magnesita India Ltd.,Construction,2.6
boi-axa-tax-advantage-fund-direct-growth,Birlasoft Ltd.,Technology,2.4
boi-axa-tax-advantage-fund-direct-growth,EID-Parry (India) Ltd.,Consumer Staples,2.2
boi-axa-tax-advantage-fund-direct-growth,Carborundum Universal Ltd.,Metals & Mining,2.2
boi-axa-tax-advantage-fund-direct-growth,Sonata Software Ltd.,Technology,2.2
boi-axa-tax-advantage-fund-direct-growth,KPIT Technologies Ltd.,Technology,2.1
baroda-bnp-paribas-midcap-direct-growth,KPR Mills Ltd.,Textiles,6.9
baroda-bnp-paribas-midcap-direct-growth,Balrampur Chini Mills Ltd.,Consumer Staples,3.9
baroda-bnp-paribas-midcap-direct-growth,Grindwell Norton Ltd.,Metals & Mining,3.8
baroda-bnp-paribas-midcap-direct-growth,Brigade Enterprises Ltd.,Construction,2.8
baroda-bnp-paribas-midcap-direct-growth,RHI Magnesita India Ltd.,Construction,2.6
baroda-bnp-paribas-midcap-direct-growth,Birlasoft Ltd.,Technology,2.4
baroda-bnp-paribas-midcap-direct-growth,EID-Parry (India) Ltd.,Consumer Staples,2.2
baroda-bnp-paribas-midcap-direct-growth,Carborundum Universal Ltd.,Metals & Mining,2.2
baroda-bnp-paribas-midcap-direct-growth,Sonata Software Ltd.,Technology,2.2
baroda-bnp-paribas-midcap-direct-growth,KPIT Technologies Ltd.,Technology,2.1
axis-growth-opportunities-fund-direct-growth,KPR Mills Ltd.,Textiles,6.9
axis-growth-opportunities-fund-direct-growth,Balrampur Chini Mills Ltd.,Consumer Staples,3.9
axis-growth-opportunities-fund-direct-growth,Grindwell Norton Ltd.,Metals & Mining,3.8
axis-growth-opportunities-fund-direct-growth,Brigade Enterprises Ltd.,Construction,2.8
axis-growth-opportunities-fund-direct-growth,RHI Magnesita India Ltd.,Construction,2.6
axis-growth-opportunities-fund-direct-growth,Birlasoft Ltd.,Technology,2.4
axis-growth-opportunities-fund-direct-growth,EID-Parry (India) Ltd.,Consumer Staples,2.2
axis-growth-opportunities-fund-direct-growth,Carborundum Universal Ltd.,Metals & Mining,2.2
axis-growth-opportunities-fund-direct-growth,Sonata Software Ltd.,Technology,2.2
axis-growth-opportunities-fund-direct-growth,KPIT Technologies Ltd.,Technology,2.1
templeton-india-equity-i-come-fund-direct-growth,KPR Mills Ltd.,Textiles,6.9
templeton-india-equity-i-come-fund-direct-growth,Balrampur Chini Mills Ltd.,Consumer Staples,3.9
templeton-india-equity-i-come-fund-direct-growth,Grindwell Norton Ltd.,Metals & Mining,3.8
templeton-india-equity-i-come-fund-direct-growth,Brigade Enterprises Ltd.,Construction,2.8
templeton-india-equity-i-come-fund-direct-growth,RHI Magnesita India Ltd.,Construction,2.6
templeton-india-equity-i-come-fund-direct-growth,Birlasoft Ltd.,Technology,2.4
templeton-india-equity-i-come-fund-direct-growth,EID-Parry (India) Ltd.,Consumer Staples,2.2
templeton-india-equity-i-come-fund-direct-growth,Carborundum Universal Ltd.,Metals & Mining,2.2
templeton-india-equity-i-come-fund-direct-growth,Sonata Software Ltd.,Technology,2.2
templeton-india-equity-i-come-fund-direct-growth,KPIT Technologies Ltd.,Technology,2.1
principal-emerging-bluechip-fund-direct-growth,KPR Mills Ltd.,Textiles,6.9
principal-emerging-bluechip-fund-direct-growth,Balrampur Chini Mills Ltd.,Consumer Staples,3.9
principal-emerging-bluechip-fund-direct-growth,Grindwell Norton Ltd.,Metals & Mining,3.8
principal-emerging-bluechip-fund-direct-growth,Brigade Enterprises Ltd.,Construction,2.8
principal-emerging-bluechip-fund-direct-growth,RHI Magnesita India Ltd.,Construction,2.6
principal-emerging-bluechip-fund-direct-growth,Birlasoft Ltd.,Technology,2.4
principal-emerging-bluechip-fund-direct-growth,EID-Parry (India) Ltd.,Consumer Staples,2.2
principal-emerging-bluechip-fund-direct-growth,Carborundum Universal Ltd.,Metals & Mining,2.2
principal-emerging-bluechip-fund-direct-growth,Sonata Software Ltd.,Technology,2.2
principal-emerging-bluechip-fund-direct-growth,KPIT Technologies Ltd.,Technology,2.1
sundaram-services-fund-direct-growth,KPR Mills Ltd.,Textiles,6.9
sundaram-services-fund-direct-growth,Balrampur Chini Mills Ltd.,Consumer Staples,3.9
sundaram-services-fund-direct-growth,Grindwell Norton Ltd.,Metals & Mining,3.8
sundaram-services-fund-direct-growth,Brigade Enterprises Ltd.,Construction,2.8
sundaram-services-fund-direct-growth,RHI Magnesita India Ltd.,Construction,2.6
sundaram-services-fund-direct-growth,Birlasoft Ltd.,Technology,2.4
sundaram-services-fund-direct-growth,EID-Parry (India) Ltd.,Consumer Staples,2.2
sundaram-services-fund-direct-growth,Carborundum Universal Ltd.,Metals & Mining,2.2
sundaram-services-fund-direct-growth,Sonata Software Ltd.,Technology,2.2
sundaram-services-fund-direct-growth,KPIT Technologies Ltd.,Technology,2.1
axis-midcap-fund-direct-growth,KPR Mills Ltd.,Textiles,6.9
axis-midcap-fund-direct-growth,Balrampur Chini Mills Ltd.,Consumer Staples,3.9
axis-midcap-fund-direct-growth,Grindwell Norton Ltd.,Metals & Mining,3.8
axis-midcap-fund-direct-growth,Brigade Enterprises Ltd.,Construction,2.8
axis-midcap-fund-direct-growth,RHI Magnesita India Ltd.,Construction,2.6
axis-midcap-fund-direct-growth,Birlasoft Ltd.,Technology,2.4
axis-midcap-fund-direct-growth,EID-Parry (India) Ltd.,Consumer Staples,2.2
axis-midcap-fund-direct-growth,Carborundum Universal Ltd.,Metals & Mining,2.2
axis-midcap-fund-direct-growth,Sonata Software Ltd.,Technology,2.2
axis-midcap-fund-direct-growth,KPIT Technologies Ltd.,Technology,2.1
motilal-oswal-most-focused-midcap-30-fund-direct-growth,KPR Mills Ltd.,Textiles,6.9
motilal-oswal-most-focused-midcap-30-fund-direct-growth,Balrampur Chini Mills Ltd.,Consumer Staples,3.9
motilal-oswal-most-focused-midcap-30-fund-direct-growth,Grindwell Norton Ltd.,Metals & Mining,3.8
motilal-oswal-most-focused-midcap-30-fund-direct-growth,Brigade Enterprises Ltd.,Construction,2.8
motilal-oswal-most-focused-midcap-30-fund-direct-growth,RHI Magnesita India Ltd.,Construction,2.6
