Fund-name,invested-firm,industry,percentage
sbi-magnum-midcap-fund-direct-growth,Indoco Remedies Ltd.,Healthcare,3.7
sbi-magnum-midcap-fund-direct-growth,Vijaya Diagnostic Centre Ltd.,Healthcare,3.6
union-small-and-midcap-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,16.3
union-small-and-midcap-fund-direct-growth,Cipla Ltd.,Healthcare,9.1
union-small-and-midcap-fund-direct-growth,Apollo Hospitals Enterprise Ltd.,Healthcare,6.8
union-small-and-midcap-fund-direct-growth,Ipca Laboratories Ltd.,Healthcare,5.4
union-small-and-midcap-fund-direct-growth,Lupin Ltd. - (Preference Shares),Healthcare,5.3
union-small-and-midcap-fund-direct-growth,Procter & Gamble Health Ltd.,Healthcare,5.1
union-small-and-midcap-fund-direct-growth,Alkem Laboratories Ltd.,Healthcare,4.3
union-small-and-midcap-fund-direct-growth,Dr. Reddy's Laboratories Ltd.,Healthcare,3.9
union-small-and-midcap-fund-direct-growth,Indoco Remedies Ltd.,Healthcare,3.7
union-small-and-midcap-fund-direct-growth,Vijaya Diagnostic Centre Ltd.,Healthcare,3.6
invesco-india-smallcap-fund-direct-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,16.3
invesco-india-smallcap-fund-direct-direct-growth,Cipla Ltd.,Healthcare,9.1
invesco-india-smallcap-fund-direct-direct-growth,Apollo Hospitals Enterprise Ltd.,Healthcare,6.8
invesco-india-smallcap-fund-direct-direct-growth,Ipca Laboratories Ltd.,Healthcare,5.4
invesco-india-smallcap-fund-direct-direct-growth,Lupin Ltd. - (Preference Shares),Healthcare,5.3
invesco-india-smallcap-fund-direct-direct-growth,Procter & Gamble Health Ltd.,Healthcare,5.1
invesco-india-smallcap-fund-direct-direct-growth,Alkem Laboratories Ltd.,Healthcare,4.3
invesco-india-smallcap-fund-direct-direct-growth,Dr. Reddy's Laboratories Ltd.,Healthcare,3.9
invesco-india-smallcap-fund-direct-direct-growth,Indoco Remedies Ltd.,Healthcare,3.7
invesco-india-smallcap-fund-direct-direct-growth,Vijaya Diagnostic Centre Ltd.,Healthcare,3.6
icici-prudential-infrastructure-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,16.3
icici-prudential-infrastructure-fund-direct-growth,Cipla Ltd.,Healthcare,9.1
icici-prudential-infrastructure-fund-direct-growth,Apollo Hospitals Enterprise Ltd.,Healthcare,6.8
icici-prudential-infrastructure-fund-direct-growth,Ipca Laboratories Ltd.,Healthcare,5.4
icici-prudential-infrastructure-fund-direct-growth,Lupin Ltd. - (Preference Shares),Healthcare,5.3
icici-prudential-infrastructure-fund-direct-growth,Procter & Gamble Health Ltd.,Healthcare,5.1
icici-prudential-infrastructure-fund-direct-growth,Alkem Laboratories Ltd.,Healthcare,4.3
icici-prudential-infrastructure-fund-direct-growth,Dr. Reddy's Laboratories Ltd.,Healthcare,3.9
icici-prudential-infrastructure-fund-direct-growth,Indoco Remedies Ltd.,Healthcare,3.7
icici-prudential-infrastructure-fund-direct-growth,Vijaya Diagnostic Centre Ltd.,Healthcare,3.6
tata-resources-energy-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,16.3
tata-resources-energy-fund-direct-growth,Cipla Ltd.,Healthcare,9.1
tata-resources-energy-fund-direct-growth,Apollo Hospitals Enterprise Ltd.,Healthcare,6.8
tata-resources-energy-fund-direct-growth,Ipca Laboratories Ltd.,Healthcare,5.4
tata-resources-energy-fund-direct-growth,Lupin Ltd. - (Preference Shares),Healthcare,5.3
tata-resources-energy-fund-direct-growth,Procter & Gamble Health Ltd.,Healthcare,5.1
tata-resources-energy-fund-direct-growth,Alkem Laboratories Ltd.,Healthcare,4.3
tata-resources-energy-fund-direct-growth,Dr. Reddy's Laboratories Ltd.,Healthcare,3.9
tata-resources-energy-fund-direct-growth,Indoco Remedies Ltd.,Healthcare,3.7
tata-resources-energy-fund-direct-growth,Vijaya Diagnostic Centre Ltd.,Healthcare,3.6
principal-global-opportunities-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,16.3
principal-global-opportunities-fund-direct-growth,Cipla Ltd.,Healthcare,9.1
principal-global-opportunities-fund-direct-growth,Apollo Hospitals Enterprise Ltd.,Healthcare,6.8
principal-global-opportunities-fund-direct-growth,Ipca Laboratories Ltd.,Healthcare,5.4
principal-global-opportunities-fund-direct-growth,Lupin Ltd. - (Preference Shares),Healthcare,5.3
principal-global-opportunities-fund-direct-growth,Procter & Gamble Health Ltd.,Healthcare,5.1
principal-global-opportunities-fund-direct-growth,Alkem Laboratories Ltd.,Healthcare,4.3
principal-global-opportunities-fund-direct-growth,Dr. Reddy's Laboratories Ltd.,Healthcare,3.9
principal-global-opportunities-fund-direct-growth,Indoco Remedies Ltd.,Healthcare,3.7
principal-global-opportunities-fund-direct-growth,Vijaya Diagnostic Centre Ltd.,Healthcare,3.6
sundaram-smile-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,16.3
sundaram-smile-fund-direct-growth,Cipla Ltd.,Healthcare,9.1
sundaram-smile-fund-direct-growth,Apollo Hospitals Enterprise Ltd.,Healthcare,6.8
sundaram-smile-fund-direct-growth,Ipca Laboratories Ltd.,Healthcare,5.4
sundaram-smile-fund-direct-growth,Lupin Ltd. - (Preference Shares),Healthcare,5.3
sundaram-smile-fund-direct-growth,Procter & Gamble Health Ltd.,Healthcare,5.1
sundaram-smile-fund-direct-growth,Alkem Laboratories Ltd.,Healthcare,4.3
sundaram-smile-fund-direct-growth,Dr. Reddy's Laboratories Ltd.,Healthcare,3.9
sundaram-smile-fund-direct-growth,Indoco Remedies Ltd.,Healthcare,3.7
sundaram-smile-fund-direct-growth,Vijaya Diagnostic Centre Ltd.,Healthcare,3.6
icici-prudential-value-discovery-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,16.3
icici-prudential-value-discovery-fund-direct-growth,Cipla Ltd.,Healthcare,9.1
icici-prudential-value-discovery-fund-direct-growth,Apollo Hospitals Enterprise Ltd.,Healthcare,6.8
icici-prudential-value-discovery-fund-direct-growth,Ipca Laboratories Ltd.,Healthcare,5.4
icici-prudential-value-discovery-fund-direct-growth,Lupin Ltd. - (Preference Shares),Healthcare,5.3
icici-prudential-value-discovery-fund-direct-growth,Procter & Gamble Health Ltd.,Healthcare,5.1
icici-prudential-value-discovery-fund-direct-growth,Alkem Laboratories Ltd.,Healthcare,4.3
icici-prudential-value-discovery-fund-direct-growth,Dr. Reddy's Laboratories Ltd.,Healthcare,3.9
icici-prudential-value-discovery-fund-direct-growth,Indoco Remedies Ltd.,Healthcare,3.7
icici-prudential-value-discovery-fund-direct-growth,Vijaya Diagnostic Centre Ltd.,Healthcare,3.6
idbi-small-cap-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,16.3
idbi-small-cap-fund-direct-growth,Cipla Ltd.,Healthcare,9.1
idbi-small-cap-fund-direct-growth,Apollo Hospitals Enterprise Ltd.,Healthcare,6.8
idbi-small-cap-fund-direct-growth,Ipca Laboratories Ltd.,Healthcare,5.4
idbi-small-cap-fund-direct-growth,Lupin Ltd. - (Preference Shares),Healthcare,5.3
idbi-small-cap-fund-direct-growth,Procter & Gamble Health Ltd.,Healthcare,5.1
idbi-small-cap-fund-direct-growth,Alkem Laboratories Ltd.,Healthcare,4.3
idbi-small-cap-fund-direct-growth,Dr. Reddy's Laboratories Ltd.,Healthcare,3.9
idbi-small-cap-fund-direct-growth,Indoco Remedies Ltd.,Healthcare,3.7
idbi-small-cap-fund-direct-growth,Vijaya Diagnostic Centre Ltd.,Healthcare,3.6
mirae-asset-healthcare-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,16.3
mirae-asset-healthcare-fund-direct-growth,Cipla Ltd.,Healthcare,9.1
mirae-asset-healthcare-fund-direct-growth,Apollo Hospitals Enterprise Ltd.,Healthcare,6.8
mirae-asset-healthcare-fund-direct-growth,Ipca Laboratories Ltd.,Healthcare,5.4
mirae-asset-healthcare-fund-direct-growth,Lupin Ltd. - (Preference Shares),Healthcare,5.3
mirae-asset-healthcare-fund-direct-growth,Procter & Gamble Health Ltd.,Healthcare,5.1
mirae-asset-healthcare-fund-direct-growth,Alkem Laboratories Ltd.,Healthcare,4.3
mirae-asset-healthcare-fund-direct-growth,Dr. Reddy's Laboratories Ltd.,Healthcare,3.9
mirae-asset-healthcare-fund-direct-growth,Indoco Remedies Ltd.,Healthcare,3.7
mirae-asset-healthcare-fund-direct-growth,Vijaya Diagnostic Centre Ltd.,Healthcare,3.6
icici-prudential-india-opportunities-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,16.3
icici-prudential-india-opportunities-fund-direct-growth,Cipla Ltd.,Healthcare,9.1
icici-prudential-india-opportunities-fund-direct-growth,Apollo Hospitals Enterprise Ltd.,Healthcare,6.8
icici-prudential-india-opportunities-fund-direct-growth,Ipca Laboratories Ltd.,Healthcare,5.4
icici-prudential-india-opportunities-fund-direct-growth,Lupin Ltd. - (Preference Shares),Healthcare,5.3
icici-prudential-india-opportunities-fund-direct-growth,Procter & Gamble Health Ltd.,Healthcare,5.1
icici-prudential-india-opportunities-fund-direct-growth,Alkem Laboratories Ltd.,Healthcare,4.3
icici-prudential-india-opportunities-fund-direct-growth,Dr. Reddy's Laboratories Ltd.,Healthcare,3.9
icici-prudential-india-opportunities-fund-direct-growth,Indoco Remedies Ltd.,Healthcare,3.7
icici-prudential-india-opportunities-fund-direct-growth,Vijaya Diagnostic Centre Ltd.,Healthcare,3.6
idfc-sterling-equity-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,16.3
idfc-sterling-equity-fund-direct-growth,Cipla Ltd.,Healthcare,9.1
idfc-sterling-equity-fund-direct-growth,Apollo Hospitals Enterprise Ltd.,Healthcare,6.8
idfc-sterling-equity-fund-direct-growth,Ipca Laboratories Ltd.,Healthcare,5.4
idfc-sterling-equity-fund-direct-growth,Lupin Ltd. - (Preference Shares),Healthcare,5.3
idfc-sterling-equity-fund-direct-growth,Procter & Gamble Health Ltd.,Healthcare,5.1
idfc-sterling-equity-fund-direct-growth,Alkem Laboratories Ltd.,Healthcare,4.3
idfc-sterling-equity-fund-direct-growth,Dr. Reddy's Laboratories Ltd.,Healthcare,3.9
idfc-sterling-equity-fund-direct-growth,Indoco Remedies Ltd.,Healthcare,3.7
idfc-sterling-equity-fund-direct-growth,Vijaya Diagnostic Centre Ltd.,Healthcare,3.6
hsbc-infrastructure-equity-fund-direct-growth,Sun Pharmaceutical Industries Ltd.,Healthcare,16.3
hsbc-infrastructure-equity-fund-direct-growth,Cipla Ltd.,Healthcare,9.1
hsbc-infrastructure-equity-fund-direct-growth,Apollo Hospitals Enterprise Ltd.,Healthcare,6.8
hsbc-infrastructure-equity-fund-direct-growth,Ipca Laboratories Ltd.,Healthcare,5.4
hsbc-infrastructure-equity-fund-direct-growth,Lupin Ltd. - (Preference Shares),Healthcare,5.3
hsbc-infrastructure-equity-fund-direct-growth,Procter & Gamble Health Ltd.,Healthcare,5.1
hsbc-infrastructure-equity-fund-direct-growth,Alkem Laboratories Ltd.,Healthcare,4.3
hsbc-infrastructure-equity-fund-direct-growth,Dr. Reddy's Laboratories Ltd.,Healthcare,3.9
hsbc-infrastructure-equity-fund-direct-growth,Indoco Remedies Ltd.,Healthcare,3.7
hsbc-infrastructure-equity-fund-direct-growth,Vijaya Diagnostic Centre Ltd.,Healthcare,3.6
mirae-asset-midcap-fund-direct-growth,The Federal Bank Ltd.,Financial,4.4
mirae-asset-midcap-fund-direct-growth,Bharat Forge Ltd.,Automobile,4.1
mirae-asset-midcap-fund-direct-growth,Axis Bank Ltd.,Financial,3.7
mirae-asset-midcap-fund-direct-growth,Shriram Finance Ltd,Financial,3.6
mirae-asset-midcap-fund-direct-growth,TVS Motor Company Ltd.,Automobile,3.2
mirae-asset-midcap-fund-direct-growth,NTPC Ltd.,Energy,3.0
mirae-asset-midcap-fund-direct-growth,Power Finance Corporation Ltd.,Financial,2.9
mirae-asset-midcap-fund-direct-growth,Jindal Steel & Power Ltd.,Metals & Mining,2.6
mirae-asset-midcap-fund-direct-growth,Bayer CropScience Ltd.,Chemicals,2.6
mirae-asset-midcap-fund-direct-growth,Tata Communications Ltd.,Communication,2.2
edelweiss-mid-and-small-cap-fund-direct-growth,The Federal Bank Ltd.,Financial,4.4
edelweiss-mid-and-small-cap-fund-direct-growth,Bharat Forge Ltd.,Automobile,4.1
edelweiss-mid-and-small-cap-fund-direct-growth,Axis Bank Ltd.,Financial,3.7
edelweiss-mid-and-small-cap-fund-direct-growth,Shriram Finance Ltd,Financial,3.6
edelweiss-mid-and-small-cap-fund-direct-growth,TVS Motor Company Ltd.,Automobile,3.2
edelweiss-mid-and-small-cap-fund-direct-growth,NTPC Ltd.,Energy,3.0
edelweiss-mid-and-small-cap-fund-direct-growth,Power Finance Corporation Ltd.,Financial,2.9
edelweiss-mid-and-small-cap-fund-direct-growth,Jindal Steel & Power Ltd.,Metals & Mining,2.6
edelweiss-mid-and-small-cap-fund-direct-growth,Bayer CropScience Ltd.,Chemicals,2.6
edelweiss-mid-and-small-cap-fund-direct-growth,Tata Communications Ltd.,Communication,2.2
boi-axa-mid-cap-equity-debt-fund-direct-growth,The Federal Bank Ltd.,Financial,4.4
boi-axa-mid-cap-equity-debt-fund-direct-growth,Bharat Forge Ltd.,Automobile,4.1
boi-axa-mid-cap-equity-debt-fund-direct-growth,Axis Bank Ltd.,Financial,3.7
boi-axa-mid-cap-equity-debt-fund-direct-growth,Shriram Finance Ltd,Financial,3.6
boi-axa-mid-cap-equity-debt-fund-direct-growth,TVS Motor Company Ltd.,Automobile,3.2
boi-axa-mid-cap-equity-debt-fund-direct-growth,NTPC Ltd.,Energy,3.0
boi-axa-mid-cap-equity-debt-fund-direct-growth,Power Finance Corporation Ltd.,Financial,2.9
boi-axa-mid-cap-equity-debt-fund-direct-growth,Jindal Steel & Power Ltd.,Metals & Mining,2.6
boi-axa-mid-cap-equity-debt-fund-direct-growth,Bayer CropScience Ltd.,Chemicals,2.6
boi-axa-mid-cap-equity-debt-fund-direct-growth,Tata Communications Ltd.,Communication,2.2
baroda-pioneer-mid-cap-fund-direct-growth,The Federal Bank Ltd.,Financial,4.4
baroda-pioneer-mid-cap-fund-direct-growth,Bharat Forge Ltd.,Automobile,4.1
baroda-pioneer-mid-cap-fund-direct-growth,Axis Bank Ltd.,Financial,3.7
baroda-pioneer-mid-cap-fund-direct-growth,Shriram Finance Ltd,Financial,3.6
baroda-pioneer-mid-cap-fund-direct-growth,TVS Motor Company Ltd.,Automobile,3.2
baroda-pioneer-mid-cap-fund-direct-growth,NTPC Ltd.,Energy,3.0
baroda-pioneer-mid-cap-fund-direct-growth,Power Finance Corporation Ltd.,Financial,2.9
baroda-pioneer-mid-cap-fund-direct-growth,Jindal Steel & Power Ltd.,Metals & Mining,2.6
baroda-pioneer-mid-cap-fund-direct-growth,Bayer CropScience Ltd.,Chemicals,2.6
baroda-pioneer-mid-cap-fund-direct-growth,Tata Communications Ltd.,Communication,2.2
quant-focused-fund-direct-growth,The Federal Bank Ltd.,Financial,4.4
quant-focused-fund-direct-growth,Bharat Forge Ltd.,Automobile,4.1
quant-focused-fund-direct-growth,Axis Bank Ltd.,Financial,3.7
quant-focused-fund-direct-growth,Shriram Finance Ltd,Financial,3.6
quant-focused-fund-direct-growth,TVS Motor Company Ltd.,Automobile,3.2
quant-focused-fund-direct-growth,NTPC Ltd.,Energy,3.0
quant-focused-fund-direct-growth,Power Finance Corporation Ltd.,Financial,2.9
quant-focused-fund-direct-growth,Jindal Steel & Power Ltd.,Metals & Mining,2.6
quant-focused-fund-direct-growth,Bayer CropScience Ltd.,Chemicals,2.6
quant-focused-fund-direct-growth,Tata Communications Ltd.,Communication,2.2
parag-parikh-tax-saver-fund-direct-growth,The Federal Bank Ltd.,Financial,4.4
parag-parikh-tax-saver-fund-direct-growth,Bharat Forge Ltd.,Automobile,4.1
parag-parikh-tax-saver-fund-direct-growth,Axis Bank Ltd.,Financial,3.7
parag-parikh-tax-saver-fund-direct-growth,Shriram Finance Ltd,Financial,3.6
parag-parikh-tax-saver-fund-direct-growth,TVS Motor Company Ltd.,Automobile,3.2
parag-parikh-tax-saver-fund-direct-growth,NTPC Ltd.,Energy,3.0
parag-parikh-tax-saver-fund-direct-growth,Power Finance Corporation Ltd.,Financial,2.9
parag-parikh-tax-saver-fund-direct-growth,Jindal Steel & Power Ltd.,Metals & Mining,2.6
parag-parikh-tax-saver-fund-direct-growth,Bayer CropScience Ltd.,Chemicals,2.6
parag-parikh-tax-saver-fund-direct-growth,Tata Communications Ltd.,Communication,2.2
motilal-oswal-most-focused-midcap-30-fund-direct-growth,The Federal Bank Ltd.,Financial,4.4
motilal-oswal-most-focused-midcap-30-fund-direct-growth,Bharat Forge Ltd.,Automobile,4.1
motilal-oswal-most-focused-midcap-30-fund-direct-growth,Axis Bank Ltd.,Financial,3.7
motilal-oswal-most-focused-midcap-30-fund-direct-growth,Shriram Finance Ltd,Financial,3.6
motilal-oswal-most-focused-midcap-30-fund-direct-growth,TVS Motor Company Ltd.,Automobile,3.2
motilal-oswal-most-focused-midcap-30-fund-direct-growth,NTPC Ltd.,Energy,3.0
motilal-oswal-most-focused-midcap-30-fund-direct-growth,Power Finance Corporation Ltd.,Financial,2.9
motilal-oswal-most-focused-midcap-30-fund-direct-growth,Jindal Steel & Power Ltd.,Metals & Mining,2.6
motilal-oswal-most-focused-midcap-30-fund-direct-growth,Bayer CropScience Ltd.,Chemicals,2.6
motilal-oswal-most-focused-midcap-30-fund-direct-growth,Tata Communications Ltd.,Communication,2.2
templeton-india-equity-i-come-fund-direct-growth,The Federal Bank Ltd.,Financial,4.4
templeton-india-equity-i-come-fund-direct-growth,Bharat Forge Ltd.,Automobile,4.1
templeton-india-equity-i-come-fund-direct-growth,Axis Bank Ltd.,Financial,3.7
templeton-india-equity-i-come-fund-direct-growth,Shriram Finance Ltd,Financial,3.6
templeton-india-equity-i-come-fund-direct-growth,TVS Motor Company Ltd.,Automobile,3.2
templeton-india-equity-i-come-fund-direct-growth,NTPC Ltd.,Energy,3.0
templeton-india-equity-i-come-fund-direct-growth,Power Finance Corporation Ltd.,Financial,2.9
templeton-india-equity-i-come-fund-direct-growth,Jindal Steel & Power Ltd.,Metals & Mining,2.6
templeton-india-equity-i-come-fund-direct-growth,Bayer CropScience Ltd.,Chemicals,2.6
templeton-india-equity-i-come-fund-direct-growth,Tata Communications Ltd.,Communication,2.2
dsp-blackrock-natural-resources-new-energy-fund-direct-growth,The Federal Bank Ltd.,Financial,4.4
dsp-blackrock-natural-resources-new-energy-fund-direct-growth,Bharat Forge Ltd.,Automobile,4.1
dsp-blackrock-natural-resources-new-energy-fund-direct-growth,Axis Bank Ltd.,Financial,3.7
dsp-blackrock-natural-resources-new-energy-fund-direct-growth,Shriram Finance Ltd,Financial,3.6
dsp-blackrock-natural-resources-new-energy-fund-direct-growth,TVS Motor Company Ltd.,Automobile,3.2
dsp-blackrock-natural-resources-new-energy-fund-direct-growth,NTPC Ltd.,Energy,3.0
dsp-blackrock-natural-resources-new-energy-fund-direct-growth,Power Finance Corporation Ltd.,Financial,2.9
dsp-blackrock-natural-resources-new-energy-fund-direct-growth,Jindal Steel & Power Ltd.,Metals & Mining,2.6
dsp-blackrock-natural-resources-new-energy-fund-direct-growth,Bayer CropScience Ltd.,Chemicals,2.6
dsp-blackrock-natural-resources-new-energy-fund-direct-growth,Tata Communications Ltd.,Communication,2.2
icici-prudential-very-aggressive-plan-direct-growth,The Federal Bank Ltd.,Financial,4.4
icici-prudential-very-aggressive-plan-direct-growth,Bharat Forge Ltd.,Automobile,4.1
icici-prudential-very-aggressive-plan-direct-growth,Axis Bank Ltd.,Financial,3.7
icici-prudential-very-aggressive-plan-direct-growth,Shriram Finance Ltd,Financial,3.6
icici-prudential-very-aggressive-plan-direct-growth,TVS Motor Company Ltd.,Automobile,3.2
icici-prudential-very-aggressive-plan-direct-growth,NTPC Ltd.,Energy,3.0
icici-prudential-very-aggressive-plan-direct-growth,Power Finance Corporation Ltd.,Financial,2.9
icici-prudential-very-aggressive-plan-direct-growth,Jindal Steel & Power Ltd.,Metals & Mining,2.6
icici-prudential-very-aggressive-plan-direct-growth,Bayer CropScience Ltd.,Chemicals,2.6
icici-prudential-very-aggressive-plan-direct-growth,Tata Communications Ltd.,Communication,2.2
templeton-india-growth-fund-direct-growth,The Federal Bank Ltd.,Financial,4.4
templeton-india-growth-fund-direct-growth,Bharat Forge Ltd.,Automobile,4.1
templeton-india-growth-fund-direct-growth,Axis Bank Ltd.,Financial,3.7
templeton-india-growth-fund-direct-growth,Shriram Finance Ltd,Financial,3.6
templeton-india-growth-fund-direct-growth,TVS Motor Company Ltd.,Automobile,3.2
templeton-india-growth-fund-direct-growth,NTPC Ltd.,Energy,3.0
templeton-india-growth-fund-direct-growth,Power Finance Corporation Ltd.,Financial,2.9
templeton-india-growth-fund-direct-growth,Jindal Steel & Power Ltd.,Metals & Mining,2.6
templeton-india-growth-fund-direct-growth,Bayer CropScience Ltd.,Chemicals,2.6
